onset	duration	rms	lrdiff
3.64	0.04	0.27677354	0.00063370
3.68	0.04	0.08541419	0.00015591
3.72	0.04	0.04225297	-0.00004867
3.76	0.04	0.23320999	0.00055605
3.80	0.04	0.32817763	0.00090672
3.84	0.04	0.26296535	0.00063639
3.88	0.04	0.05556717	0.00018648
3.92	0.04	0.30383167	0.00098623
3.96	0.04	0.21357404	0.00049177
4.00	0.04	0.18013629	0.00052161
4.04	0.04	0.21822381	0.00083452
4.08	0.04	0.12729870	0.00038402
4.12	0.04	0.04803731	0.00015835
4.16	0.04	0.05103335	0.00016814
4.20	0.04	0.06976895	0.00021317
4.24	0.04	0.16667736	0.00047975
4.28	0.04	0.03523543	0.00009493
4.32	0.04	0.06122765	0.00017990
4.36	0.04	0.10981346	0.00031732
4.40	0.04	0.06558247	0.00015779
4.44	0.04	0.24354467	0.00074426
4.48	0.04	0.31943607	0.00107895
4.52	0.04	0.35364401	0.00119114
4.56	0.04	0.34392481	0.00144966
4.60	0.04	0.07585319	0.00026927
4.64	0.04	0.40393865	0.00178474
4.68	0.04	0.12089238	0.00041717
4.72	0.04	0.23251419	0.00085847
4.76	0.04	0.25326040	0.00102599
4.80	0.04	0.02212924	0.00006031
4.84	0.04	0.05640451	0.00021807
4.88	0.04	0.02714430	0.00005337
4.92	0.04	0.16407397	0.00057692
4.96	0.04	0.10910152	0.00045459
5.00	0.04	0.03619803	0.00002525
5.04	0.04	0.05331573	0.00010337
5.08	0.04	0.19513210	0.00076341
5.12	0.04	0.33899576	0.00137635
5.16	0.04	0.23177440	0.00102438
5.20	0.04	0.24414941	0.00112414
5.24	0.04	0.07246138	0.00024012
5.28	0.04	0.10340626	0.00050024
5.32	0.04	0.17721931	0.00084365
5.36	0.04	0.31854691	0.00161539
5.40	0.04	0.28880268	0.00152484
5.44	0.04	0.12643610	0.00066155
5.48	0.04	0.02068592	0.00003708
5.52	0.04	0.01885403	-0.00002010
5.56	0.04	0.03460390	-0.00003751
5.60	0.04	0.07678439	0.00033866
5.64	0.04	0.23780819	0.00143070
5.68	0.04	0.29376305	0.00196128
5.72	0.04	0.01014327	0.00008277
5.76	0.04	0.01909748	0.00009079
5.80	0.04	0.03604135	0.00017869
5.84	0.04	0.00633536	0.00003152
5.88	0.04	0.24202218	0.00175334
5.92	0.04	0.23833484	0.00150062
5.96	0.04	0.26354062	0.00165060
6.00	0.04	0.30309016	0.00204797
6.04	0.04	0.24037351	0.00159405
6.08	0.04	0.16540847	0.00097303
6.12	0.04	0.20195949	0.00138796
6.16	0.04	0.28928087	0.00195812
6.20	0.04	0.31958280	0.00201382
6.24	0.04	0.25618497	0.00188762
6.28	0.04	0.26594923	0.00199966
6.32	0.04	0.10904682	0.00073769
6.36	0.04	0.10081123	0.00071810
6.40	0.04	0.07459942	0.00053607
6.44	0.04	0.16667856	0.00129299
6.48	0.04	0.27427308	0.00229199
6.52	0.04	0.14342167	0.00104338
6.56	0.04	0.09791846	0.00077330
6.60	0.04	0.07635690	0.00060811
6.64	0.04	0.07601381	0.00056002
6.68	0.04	0.07050269	0.00054867
6.72	0.04	0.01679892	0.00013337
6.76	0.04	0.09338894	0.00055376
6.80	0.04	0.08371582	0.00059218
6.84	0.04	0.06116231	0.00043597
6.88	0.04	0.10026618	0.00075116
6.92	0.04	0.07531517	0.00057400
6.96	0.04	0.04438505	0.00032692
7.00	0.04	0.01956085	0.00017031
7.04	0.04	0.00215772	0.00003733
7.08	0.04	0.00168963	0.00001946
7.12	0.04	0.00156351	0.00003854
7.16	0.04	0.00152435	0.00004223
7.20	0.04	0.00154260	0.00001633
7.24	0.04	0.00184629	0.00000392
7.28	0.04	0.01632664	0.00009778
7.32	0.04	0.05423755	0.00026210
7.36	0.04	0.18336491	0.00151548
7.40	0.04	0.49008832	0.00222184
7.44	0.04	0.07609421	0.00027879
7.48	0.04	0.35214644	0.00217842
7.52	0.04	0.54238018	0.00090449
7.56	0.04	0.37145139	0.00054582
7.60	0.04	0.12131076	0.00029722
7.64	0.04	0.32316937	0.00053485
7.68	0.04	0.22082675	0.00041860
7.72	0.04	0.16792137	0.00025069
7.76	0.04	0.20899316	0.00036097
7.80	0.04	0.28825303	0.00048883
7.84	0.04	0.21706064	0.00035379
7.88	0.04	0.04320522	0.00007508
7.92	0.04	0.12407102	0.00020577
7.96	0.04	0.03949423	-0.00001409
8.00	0.04	0.07673744	0.00013868
8.04	0.04	0.30826618	0.00092761
8.08	0.04	0.26757699	0.00073371
8.12	0.04	0.22568595	0.00044320
8.16	0.04	0.14522880	0.00027477
8.20	0.04	0.12116010	0.00012530
8.24	0.04	0.05534419	0.00010092
8.28	0.04	0.10990657	0.00024709
8.32	0.04	0.28994940	0.00061627
8.36	0.04	0.17396013	0.00056334
8.40	0.04	0.09279506	0.00024657
8.44	0.04	0.33289821	0.00090714
8.48	0.04	0.33870819	0.00099533
8.52	0.04	0.10306842	0.00021405
8.56	0.04	0.26539774	0.00086481
8.60	0.04	0.25887780	0.00065860
8.64	0.04	0.01946124	0.00010246
8.68	0.04	0.02381025	-0.00001105
8.72	0.04	0.04246836	-0.00004910
8.76	0.04	0.09879866	0.00023543
8.80	0.04	0.16190020	0.00047716
8.84	0.04	0.10764309	0.00028935
8.88	0.04	0.03964062	0.00011775
8.92	0.04	0.00872594	-0.00000647
8.96	0.04	0.00170900	0.00001202
9.00	0.04	0.00157511	-0.00000604
9.04	0.04	0.00158253	0.00000737
9.08	0.04	0.00156915	0.00000837
9.12	0.04	0.00155408	0.00001771
9.16	0.04	0.00161465	0.00000858
9.20	0.04	0.00158480	-0.00000087
9.24	0.04	0.00153760	0.00002930
9.28	0.04	0.00160011	0.00001361
9.32	0.04	0.00161664	0.00002897
9.36	0.04	0.00597316	0.00001801
9.40	0.04	0.02584333	0.00003543
9.44	0.04	0.11755694	0.00024528
9.48	0.04	0.29741853	0.00089623
9.52	0.04	0.28509588	0.00094996
9.56	0.04	0.14968580	0.00050602
9.60	0.04	0.13660390	0.00041984
9.64	0.04	0.12724469	0.00042764
9.68	0.04	0.10659738	0.00038377
9.72	0.04	0.11908379	0.00035404
9.76	0.04	0.14340517	0.00049570
9.80	0.04	0.09805661	0.00033144
9.84	0.04	0.09432127	0.00034860
9.88	0.04	0.07867384	0.00027439
9.92	0.04	0.05694031	0.00020832
9.96	0.04	0.01846787	0.00000307
10.00	0.04	0.02685135	0.00011131
10.04	0.04	0.01183763	0.00004295
10.08	0.04	0.00201854	0.00002383
10.12	0.04	0.00159892	0.00001935
10.16	0.04	0.00155838	0.00004060
10.20	0.04	0.00158552	0.00005174
10.24	0.04	0.00157834	0.00000036
10.28	0.04	0.00159810	0.00002853
10.32	0.04	0.00166637	0.00000528
10.36	0.04	0.00160456	-0.00000068
10.40	0.04	0.00174061	-0.00002285
10.44	0.04	0.00153742	-0.00001030
10.48	0.04	0.00164109	-0.00000494
10.52	0.04	0.00164799	0.00003193
10.56	0.04	0.00163005	-0.00001540
10.60	0.04	0.00172054	-0.00000703
10.64	0.04	0.00163925	-0.00000826
10.68	0.04	0.00166136	0.00002840
10.72	0.04	0.00158832	0.00004565
10.76	0.04	0.00169827	-0.00000486
10.80	0.04	0.00162110	0.00002616
10.84	0.04	0.00162323	0.00000412
10.88	0.04	0.00166417	0.00002868
10.92	0.04	0.00162769	0.00004354
10.96	0.04	0.00158389	0.00001579
11.00	0.04	0.00157581	0.00004286
11.04	0.04	0.00162338	0.00000745
11.08	0.04	0.00162791	-0.00000742
11.12	0.04	0.00160426	0.00001894
11.16	0.04	0.00170549	-0.00000572
11.20	0.04	0.00169719	0.00002408
11.24	0.04	0.00178493	-0.00000014
11.28	0.04	0.00165865	0.00001360
11.32	0.04	0.00166718	0.00000545
11.36	0.04	0.00177000	0.00001033
11.40	0.04	0.00170146	0.00003760
11.44	0.04	0.00182271	0.00007910
11.48	0.04	0.00171798	0.00003867
11.52	0.04	0.00179529	0.00000320
11.56	0.04	0.00190732	-0.00002878
11.60	0.04	0.00189456	-0.00000382
11.64	0.04	0.00192022	-0.00001639
11.68	0.04	0.00187075	-0.00002209
11.72	0.04	0.00179916	0.00002412
11.76	0.04	0.00171410	0.00003694
11.80	0.04	0.00181223	-0.00004430
11.84	0.04	0.00206004	-0.00008425
11.88	0.04	0.00189855	-0.00003977
11.92	0.04	0.00189066	-0.00005092
11.96	0.04	0.00196299	-0.00000923
12.00	0.04	0.00199590	-0.00005395
12.04	0.04	0.00217805	-0.00005710
12.08	0.04	0.00216007	-0.00008164
12.12	0.04	0.00224738	-0.00004132
12.16	0.04	0.00201461	0.00001315
12.20	0.04	0.00200615	-0.00002725
12.24	0.04	0.00199421	-0.00009258
12.28	0.04	0.00211683	-0.00008515
12.32	0.04	0.00191687	-0.00005421
12.36	0.04	0.00203776	-0.00004667
12.40	0.04	0.00205195	-0.00004373
12.44	0.04	0.00196007	-0.00002673
12.48	0.04	0.00206637	-0.00000765
12.52	0.04	0.00198795	-0.00000432
12.56	0.04	0.00200686	0.00002643
12.60	0.04	0.00186145	-0.00002021
12.64	0.04	0.00198721	-0.00000265
12.68	0.04	0.00191511	-0.00002398
12.72	0.04	0.00182697	0.00003193
12.76	0.04	0.00177012	0.00002117
12.80	0.04	0.00172588	0.00004167
12.84	0.04	0.00180217	0.00005401
12.88	0.04	0.00171133	-0.00002866
12.92	0.04	0.00175235	0.00004065
12.96	0.04	0.00163710	0.00002703
13.00	0.04	0.00176859	0.00008871
13.04	0.04	0.00168623	0.00004950
13.08	0.04	0.00173333	0.00000165
13.12	0.04	0.00191473	0.00000318
13.16	0.04	0.00182505	0.00000241
13.20	0.04	0.00180369	0.00004187
13.24	0.04	0.00172421	-0.00000206
13.28	0.04	0.00179573	0.00003142
13.32	0.04	0.00188274	0.00001087
13.36	0.04	0.00179886	0.00003713
13.40	0.04	0.00193165	0.00000017
13.44	0.04	0.00189162	0.00003252
13.48	0.04	0.00186208	0.00002323
13.52	0.04	0.00196016	0.00004451
13.56	0.04	0.00192464	0.00004492
13.60	0.04	0.00174309	0.00003364
13.64	0.04	0.00180408	0.00000670
13.68	0.04	0.00215561	0.00000272
13.72	0.04	0.00212226	0.00009865
13.76	0.04	0.00213904	0.00007469
13.80	0.04	0.00214332	0.00007514
13.84	0.04	0.00203382	0.00005363
13.88	0.04	0.00202858	0.00005925
13.92	0.04	0.00197423	0.00010008
13.96	0.04	0.00197506	0.00010538
14.00	0.04	0.00218335	0.00008621
14.04	0.04	0.00201962	0.00012521
14.08	0.04	0.00202521	0.00007207
14.12	0.04	0.00210997	0.00016409
14.16	0.04	0.00201068	0.00010025
14.20	0.04	0.00191041	0.00005033
14.24	0.04	0.00193570	0.00006053
14.28	0.04	0.00188146	0.00006361
14.32	0.04	0.00186304	0.00004627
14.36	0.04	0.00191924	0.00008090
14.40	0.04	0.00193329	0.00001032
14.44	0.04	0.00186532	0.00006180
14.48	0.04	0.00184281	0.00007005
14.52	0.04	0.00187604	0.00009692
14.56	0.04	0.00192858	0.00008916
14.60	0.04	0.00180870	0.00003714
14.64	0.04	0.00179850	0.00006745
14.68	0.04	0.00177574	0.00007854
14.72	0.04	0.00194722	0.00012028
14.76	0.04	0.00187462	0.00009552
14.80	0.04	0.00195080	0.00012881
14.84	0.04	0.00196875	0.00008460
14.88	0.04	0.00202189	0.00010254
14.92	0.04	0.00214110	0.00009730
14.96	0.04	0.00214530	0.00008838
15.00	0.04	0.00180656	0.00010056
15.04	0.04	0.00190810	0.00012010
15.08	0.04	0.00209869	0.00017655
15.12	0.04	0.00199633	0.00013505
15.16	0.04	0.00217654	0.00019595
15.20	0.04	0.00214655	0.00020617
15.24	0.04	0.00238206	0.00027379
15.28	0.04	0.00194096	0.00016119
15.32	0.04	0.00188421	0.00021536
15.36	0.04	0.00192361	0.00023152
15.40	0.04	0.00178884	0.00016467
15.44	0.04	0.00186381	0.00019717
15.48	0.04	0.00179953	0.00019060
15.52	0.04	0.00190387	0.00016929
15.56	0.04	0.00182894	0.00017400
15.60	0.04	0.00201641	0.00018611
15.64	0.04	0.00194335	0.00015188
15.68	0.04	0.00175384	0.00021800
15.72	0.04	0.00188312	0.00021707
15.76	0.04	0.00185097	0.00015451
15.80	0.04	0.00183539	0.00017340
15.84	0.04	0.00198657	0.00016562
15.88	0.04	0.00194830	0.00015830
15.92	0.04	0.00195916	0.00019100
15.96	0.04	0.02011185	0.00012780
16.00	0.04	0.03003015	0.00004689
16.04	0.04	0.09984983	0.00012457
16.08	0.04	0.08464850	0.00014512
16.12	0.04	0.34566150	0.00165093
16.16	0.04	0.45211667	0.00172056
16.20	0.04	0.38870079	0.00162442
16.24	0.04	0.34459788	0.00145557
16.28	0.04	0.28590620	0.00106264
16.32	0.04	0.06626242	0.00019411
16.36	0.04	0.23301892	0.00104450
16.40	0.04	0.48869961	0.00147364
16.44	0.04	0.15319794	0.00037871
16.48	0.04	0.12367938	0.00023635
16.52	0.04	0.42500909	0.00136551
16.56	0.04	0.41878182	0.00144136
16.60	0.04	0.25186258	0.00069188
16.64	0.04	0.01351419	0.00002452
16.68	0.04	0.05978940	0.00014741
16.72	0.04	0.02372154	0.00007972
16.76	0.04	0.15651579	0.00047705
16.80	0.04	0.31921021	0.00085340
16.84	0.04	0.20863325	0.00036736
16.88	0.04	0.10193125	0.00022116
16.92	0.04	0.12830652	0.00045850
16.96	0.04	0.41048561	0.00144683
17.00	0.04	0.38282610	0.00097010
17.04	0.04	0.36388334	0.00106782
17.08	0.04	0.35970470	0.00108870
17.12	0.04	0.40635446	0.00149252
17.16	0.04	0.40921149	0.00159986
17.20	0.04	0.38456653	0.00128233
17.24	0.04	0.10953873	0.00034441
17.28	0.04	0.00635145	0.00007629
17.32	0.04	0.01753964	-0.00004193
17.36	0.04	0.10480788	0.00036468
17.40	0.04	0.15959781	0.00046055
17.44	0.04	0.07388220	0.00017995
17.48	0.04	0.26018956	0.00097345
17.52	0.04	0.39593073	0.00144349
17.56	0.04	0.26301210	0.00080350
17.60	0.04	0.02797705	0.00012911
17.64	0.04	0.04292129	0.00007918
17.68	0.04	0.01579531	0.00003267
17.72	0.04	0.23503429	0.00076667
17.76	0.04	0.23570126	0.00059941
17.80	0.04	0.32079330	0.00083987
17.84	0.04	0.13445367	0.00035656
17.88	0.04	0.12004216	0.00040814
17.92	0.04	0.22341884	0.00058683
17.96	0.04	0.09612846	0.00033049
18.00	0.04	0.13462009	0.00030694
18.04	0.04	0.28447952	0.00092141
18.08	0.04	0.30524255	0.00088408
18.12	0.04	0.24142927	0.00051884
18.16	0.04	0.08863551	0.00024532
18.20	0.04	0.17156202	0.00047139
18.24	0.04	0.25429858	0.00083181
18.28	0.04	0.25435218	0.00071816
18.32	0.04	0.25053415	0.00082076
18.36	0.04	0.10450089	0.00012288
18.40	0.04	0.11402799	0.00021565
18.44	0.04	0.16390712	0.00041770
18.48	0.04	0.21889144	0.00054623
18.52	0.04	0.04080826	-0.00003782
18.56	0.04	0.05830511	0.00000077
18.60	0.04	0.06509988	0.00018923
18.64	0.04	0.27011371	0.00073967
18.68	0.04	0.42502997	0.00131708
18.72	0.04	0.28786492	0.00127066
18.76	0.04	0.09189604	0.00032299
18.80	0.04	0.15894390	0.00067570
18.84	0.04	0.15093629	0.00067136
18.88	0.04	0.04185977	0.00025620
18.92	0.04	0.11708663	0.00055867
18.96	0.04	0.10014808	0.00027886
19.00	0.04	0.04333962	0.00012007
19.04	0.04	0.02884103	0.00008880
19.08	0.04	0.03643815	0.00016612
19.12	0.04	0.15264306	0.00017031
19.16	0.04	0.07023966	0.00029636
19.20	0.04	0.11316222	0.00035734
19.24	0.04	0.13055260	0.00021534
19.28	0.04	0.04851814	-0.00006392
19.32	0.04	0.02413583	-0.00001722
19.36	0.04	0.02671776	0.00008204
19.40	0.04	0.02063518	0.00002998
19.44	0.04	0.03467090	0.00004847
19.48	0.04	0.00562122	0.00035415
19.52	0.04	0.00427929	0.00040600
19.56	0.04	0.00416434	0.00022996
19.60	0.04	0.00422955	0.00025718
19.64	0.04	0.00438819	0.00021005
19.68	0.04	0.00437429	0.00006944
19.72	0.04	0.00521301	-0.00018525
19.76	0.04	0.00475453	-0.00007875
19.80	0.04	0.00449440	-0.00002915
19.84	0.04	0.00451721	-0.00017311
19.88	0.04	0.00497971	-0.00027441
19.92	0.04	0.00453707	-0.00025816
19.96	0.04	0.00402982	-0.00010152
20.00	0.04	0.00369487	-0.00004587
20.04	0.04	0.00365874	0.00001660
20.08	0.04	0.00393777	-0.00005146
20.12	0.04	0.00384954	-0.00004063
20.16	0.04	0.00434797	-0.00020093
20.20	0.04	0.00373123	-0.00005632
20.24	0.04	0.00353552	-0.00009088
20.28	0.04	0.00339564	-0.00006836
20.32	0.04	0.00350490	-0.00003876
20.36	0.04	0.00332196	-0.00002339
20.40	0.04	0.00299232	-0.00007591
20.44	0.04	0.00320660	-0.00002145
20.48	0.04	0.00320171	0.00006575
20.52	0.04	0.00459125	-0.00015775
20.56	0.04	0.00992286	-0.00360172
20.60	0.04	0.01739211	-0.00481242
20.64	0.04	0.01938776	-0.00302863
20.68	0.04	0.01765467	-0.00371771
20.72	0.04	0.01681570	-0.00383829
20.76	0.04	0.01391133	-0.00269621
20.80	0.04	0.00988289	-0.00009197
20.84	0.04	0.01375596	0.00137252
20.88	0.04	0.02018476	0.00047432
20.92	0.04	0.01897231	-0.00062693
20.96	0.04	0.01714903	-0.00058710
21.00	0.04	0.01585915	-0.00037829
21.04	0.04	0.01515211	-0.00261706
21.08	0.04	0.01497000	-0.00476074
21.12	0.04	0.01540120	-0.00511930
21.16	0.04	0.01662800	-0.00391195
21.20	0.04	0.01251317	-0.00202419
21.24	0.04	0.00898760	0.00011157
21.28	0.04	0.00793000	0.00044244
21.32	0.04	0.00873950	0.00148249
21.36	0.04	0.01548500	0.00614539
21.40	0.04	0.02011403	0.00539525
21.44	0.04	0.01832456	0.00192050
21.48	0.04	0.01538526	0.00031959
21.52	0.04	0.01244684	-0.00191202
21.56	0.04	0.01158796	-0.00451667
21.60	0.04	0.01200983	-0.00552450
21.64	0.04	0.01170677	-0.00500528
21.68	0.04	0.00861833	-0.00342456
21.72	0.04	0.00712190	-0.00085712
21.76	0.04	0.00681515	-0.00016354
21.80	0.04	0.00710558	-0.00013149
21.84	0.04	0.00752900	-0.00000662
21.88	0.04	0.00920878	-0.00098170
21.92	0.04	0.01034635	-0.00103745
21.96	0.04	0.00953077	-0.00151529
22.00	0.04	0.00808101	-0.00113817
22.04	0.04	0.00752190	-0.00183595
22.08	0.04	0.00771314	-0.00278216
22.12	0.04	0.00796330	-0.00327485
22.16	0.04	0.00862536	-0.00297982
22.20	0.04	0.00954072	-0.00216547
22.24	0.04	0.00929048	-0.00093607
22.28	0.04	0.00733709	-0.00008762
22.32	0.04	0.00618024	-0.00085454
22.36	0.04	0.00528738	-0.00079308
22.40	0.04	0.00479469	-0.00048248
22.44	0.04	0.00672625	-0.00090749
22.48	0.04	0.01001510	-0.00250459
22.52	0.04	0.01084295	-0.00358398
22.56	0.04	0.01105068	-0.00408622
22.60	0.04	0.00883005	-0.00450949
22.64	0.04	0.00860907	-0.00469769
22.68	0.04	0.00928767	-0.00530183
22.72	0.04	0.01024530	-0.00432060
22.76	0.04	0.01517009	-0.00716675
22.80	0.04	0.02162826	-0.00190212
22.84	0.04	0.16446594	-0.00219566
22.88	0.04	0.26752739	0.00465458
22.92	0.04	0.25819213	-0.00150460
22.96	0.04	0.17995790	0.00118796
23.00	0.04	0.30864175	-0.00079308
23.04	0.04	0.24305798	0.00245609
23.08	0.04	0.16677257	0.00222756
23.12	0.04	0.11640630	-0.00156276
23.16	0.04	0.13613901	-0.00027610
23.20	0.04	0.15151437	-0.00073121
23.24	0.04	0.04441241	-0.00350634
23.28	0.04	0.22243105	0.00038670
23.32	0.04	0.31886167	0.00267701
23.36	0.04	0.20303411	0.00033163
23.40	0.04	0.02914377	0.00241918
23.44	0.04	0.05154645	0.00052920
23.48	0.04	0.08837999	-0.00006348
23.52	0.04	0.04757176	-0.00001765
23.56	0.04	0.02322087	0.00466244
23.60	0.04	0.02741322	0.00118994
23.64	0.04	0.02312568	-0.00283090
23.68	0.04	0.02142837	-0.00295874
23.72	0.04	0.11022054	-0.00036889
23.76	0.04	0.12472694	-0.00070069
23.80	0.04	0.35086821	0.00014334
23.84	0.04	0.46029564	0.00100770
23.88	0.04	0.31144894	0.00058958
23.92	0.04	0.07027394	-0.00014546
23.96	0.04	0.26461490	0.00053456
24.00	0.04	0.21127822	0.00070835
24.04	0.04	0.03013366	0.00019585
24.08	0.04	0.13591902	0.00022585
24.12	0.04	0.15700314	0.00033735
24.16	0.04	0.24622831	0.00066881
24.20	0.04	0.24313990	0.00026422
24.24	0.04	0.13444254	0.00020722
24.28	0.04	0.16500968	-0.00009124
24.32	0.04	0.24439379	0.00030461
24.36	0.04	0.05773880	-0.00084312
24.40	0.04	0.22183956	0.00103883
24.44	0.04	0.22509812	0.00029931
24.48	0.04	0.01407171	-0.00071848
24.52	0.04	0.25332991	0.00057736
24.56	0.04	0.25347173	0.00057496
24.60	0.04	0.32199635	0.00061660
24.64	0.04	0.29308168	0.00108454
24.68	0.04	0.22586655	0.00052790
24.72	0.04	0.03456512	-0.00103350
24.76	0.04	0.26013977	0.00030668
24.80	0.04	0.03843881	-0.00025996
24.84	0.04	0.13530107	0.00038256
24.88	0.04	0.34901621	0.00034131
24.92	0.04	0.38637792	0.00105825
24.96	0.04	0.28177998	0.00142299
25.00	0.04	0.30832436	0.00358145
25.04	0.04	0.27511489	0.00013052
25.08	0.04	0.11449337	0.00040279
25.12	0.04	0.15277108	0.00312092
25.16	0.04	0.19249712	0.00098854
25.20	0.04	0.20940017	0.00056379
25.24	0.04	0.13556042	0.00007429
25.28	0.04	0.09845019	0.00081488
25.32	0.04	0.02536469	-0.00035979
25.36	0.04	0.02891218	-0.00028369
25.40	0.04	0.08879459	-0.00061422
25.44	0.04	0.11079744	-0.00087503
25.48	0.04	0.12822620	0.00111976
25.52	0.04	0.06773509	0.00020959
25.56	0.04	0.05124020	-0.00116154
25.60	0.04	0.01820748	0.00073662
25.64	0.04	0.05177835	0.00132071
25.68	0.04	0.08902739	0.00054578
25.72	0.04	0.06067918	0.00073977
25.76	0.04	0.02439838	-0.00012558
25.80	0.04	0.01649093	0.00156008
25.84	0.04	0.01661403	0.00040810
25.88	0.04	0.01493974	-0.00084165
25.92	0.04	0.01325823	-0.00264175
25.96	0.04	0.01445959	-0.00531802
26.00	0.04	0.01494702	-0.00722216
26.04	0.04	0.01537628	-0.00623601
26.08	0.04	0.01576894	-0.00638853
26.12	0.04	0.01306382	-0.00495316
26.16	0.04	0.00945475	-0.00197528
26.20	0.04	0.00846240	-0.00080669
26.24	0.04	0.00809466	-0.00095032
26.28	0.04	0.00779911	-0.00132753
26.32	0.04	0.01190900	-0.00081443
26.36	0.04	0.01471760	-0.00242619
26.40	0.04	0.01528538	-0.00315212
26.44	0.04	0.01437440	-0.00458537
26.48	0.04	0.01207903	-0.00473114
26.52	0.04	0.01153381	-0.00497723
26.56	0.04	0.01094580	-0.00548690
26.60	0.04	0.00980148	-0.00412081
26.64	0.04	0.00888731	-0.00395929
26.68	0.04	0.01007347	-0.00274103
26.72	0.04	0.01033214	-0.00102767
26.76	0.04	0.00927617	-0.00137656
26.80	0.04	0.00840654	-0.00233189
26.84	0.04	0.00688985	-0.00181369
26.88	0.04	0.00756941	-0.00078486
26.92	0.04	0.01012003	-0.00243988
26.96	0.04	0.00982176	-0.00348136
27.00	0.04	0.00904062	-0.00407721
27.04	0.04	0.00870718	-0.00421219
27.08	0.04	0.00952445	-0.00457861
27.12	0.04	0.01000521	-0.00369138
27.16	0.04	0.01216598	-0.00169584
27.20	0.04	0.02195360	-0.00346469
27.24	0.04	0.03675264	0.00300116
27.28	0.04	0.03699591	0.00358887
27.32	0.04	0.03665915	0.00031776
27.36	0.04	0.03414448	-0.00015160
27.40	0.04	0.02888682	0.00222995
27.44	0.04	0.02835923	0.00570094
27.48	0.04	0.03121557	0.00459797
