onset	duration	text	kommentar	loc_besch	loc_erw	w_class	function	grammar
754.4	0.2	Bett		furniture		NN		
754.6	0.6	betrachtet				VVFIN		
755.2	0.1	sie				PPER		
755.3	0.9	ihr				PPOSAT		
756.2	0.1	blaues				ADJA		
756.3	0.5	Auge		face		NN		
756.8	0.7	sie				PPER		
757.5	0.3	verlässt				VVFIN		
757.8	0.1	das				ART		
757.9	0.6	Apartment			locale	NN		
758.5	0.2	durch				APPR		
758.7	0.1	die				ART		
758.8	0.5	Terrassentür		roomgeo		NN		
760.4	9.5	in				APPR		
769.9	0.2	der				ART		
770.1	0.2	Bar		setting_rec		NN		
770.3	3.5	im				APPRART		
773.8	0.5	Fernseher		object		NN		
774.3	0.2	leuchtet				VVFIN		
774.5	1.7	1972		time		CARD		
776.2	1.0	Forrest#trägt		#	#	#		
777.2	0.1	ein				ART		
777.3	0.5	Partyhütchen		object		NN		
777.8	0.7	Leute		persons		NN		
778.5	0.2	werfen				VVFIN		
778.7	0.5	Konfetti		object		NE		
779.2	1.0	Carla		fname		NE		
780.2	0.2	und				KON		
780.4	0.3	Lenore		fname		NE		
780.7	0.2	küssen				VVFIN		
780.9	0.6	Forrest		mname		NN		
781.5	0.1	auf				APPR		
781.6	0.1	die				ART		
781.7	0.3	Wangen		face		NN		
782.0	0.3	Dan		mname		NE		
782.3	0.4	schaut				VVFIN		
782.7	0.5	deprimiert				ADJD		
783.2	0.3	vor				APPR		
783.5	0.2	sich				PRF		
783.7	0.1	hin				ADV		
783.8	9.1	der				PDS		
792.9	0.6	reagiert				VVFIN		
793.5	0.2	nicht				PTKNEG		
793.7	17.9	auf				APPR		
811.6	0.1	der				ART		
811.7	0.5	Wartebank		setting_rec;furniture		NN		
820.3	7.1	Nixon				NE		
827.4	0.1	hält				VVFIN		
827.5	0.2	eine				ART		
827.7	0.3	Ehrentafel		setting_new;object		NN		
828.0	8.1	im				APPRART		
836.1	0.4	Hotel		setting_new;geo		NN		
836.5	17.7	beim				APPRART		
854.2	0.4	Telefon		object		NN		
854.6	0.2	ein				ART		
854.8	0.4	Ständer		object		NN		
855.2	0.0	mit				APPR		
855.2	0.2	der				ART		
855.4	0.4	Aufschrift				NN		
855.8	0.8	Watergate				NE		
856.6	0.1	Hotel				NE		
856.7	1.9	Nixon				NN		
858.6	0.1	im				APPRART		
858.7	0.5	Fernsehen		setting_rec		NN		
859.2	11.1	in				APPR		
870.3	0.2	einer				ART		
870.5	0.4	Sporthalle		setting_new;geo		NN		
870.9	0.4	geht				VVFIN		
871.3	0.1	ein				ART		
871.4	0.4	schwarzer				ADJA		
871.8	0.5	Offizier		male		NN		
872.3	0.2	am				APPRART		
872.5	0.4	Fernseher		object		NN		
872.9	0.3	vorbei				ADV		
873.2	0.3	und				KON		
873.5	0.3	steuert				VVFIN		
873.8	0.2	auf				APPR		
874.0	0.4	Forrest		mname		NN		
874.4	0.2	zu				APPR		
874.6	0.2	der				ART		
874.8	0.7	allein				ADV		
875.5	0.4	spielt				VVFIN		
880.3	8.5	er#gibt		#	#	#		
888.8	0.5	Forrest		mname		NN		
889.3	0.1	einen				ART		
889.4	0.4	Umschlag		object		NN		
889.8	0.3	und				KON		
890.1	0.2	geht				VVFIN		
890.3	6.4	verwirrt				ADJD		
896.7	0.1	sieht				VVFIN		
896.8	0.4	Forrest		mname		NN		
897.2	0.2	zur				APPRART		
897.4	0.2	Tür		roomgeo		NN		
897.6	12.0	er				PPER		
